source_kind,path,relative_path,extension,size_bytes,sha256,readable,extractor,text_path,chars,status,notes
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/1. Sep 2023/GSTR3B_29AAJCV5054D1Z6_092023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/1. Sep 2023/GSTR3B_29AAJCV5054D1Z6_092023.pdf,.pdf,39100,2bd282080dc09b8685c73b61d142c4ffc78e770662c0ae6b5f4975fd6a9f10e4,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_1._Sep_2023_GSTR3B_29AAJCV5054D1Z6_092023.pdf.cce2be180a.txt,4006,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/102023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/102023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,.xlsx,43439,a645b73a3262bdd374315ee3f97cc0a186026af43aed68ca5c2bd506f71213df,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_2._Oct_2023_102023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx.02393a348d.txt,32975,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR1_29AAJCV5054D1Z6_102023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR1_29AAJCV5054D1Z6_102023.pdf,.pdf,18599,59bf9aaa50c73e85ef810e3e1597c66f456ab3cae7b0ec7ea8618d073b3f05b4,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_2._Oct_2023_GSTR1_29AAJCV5054D1Z6_102023.pdf.f15c6d353f.txt,785,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR3B_29AAJCV5054D1Z6_102023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/2. Oct 2023/GSTR3B_29AAJCV5054D1Z6_102023.pdf,.pdf,39123,c5efd66e8730b8ef15ec042692c089e217b951ec9b09f103bb59af23118ae81c,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_2._Oct_2023_GSTR3B_29AAJCV5054D1Z6_102023.pdf.c486c4a05c.txt,3998,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/112023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/112023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx,.xlsx,43692,d6b8f40749e9ec1c70f5bc8c613c8c8f09d17d297b5b1711ea9814d5ac1b17a0,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_3._Nov_2023_112023_29AAJCV5054D1Z6_GSTR2B_18102024.xlsx.762d330dbc.txt,33206,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/GSTR1_29AAJCV5054D1Z6_112023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/GSTR1_29AAJCV5054D1Z6_112023.pdf,.pdf,18471,2d5ab676810aec5e2e41ceafff1656ae50d2b57275f4fd37fbe2e768736ab665,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_3._Nov_2023_GSTR1_29AAJCV5054D1Z6_112023.pdf.6d7a574245.txt,786,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/GSTR3B_29AAJCV5054D1Z6_112023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/3. Nov 2023/GSTR3B_29AAJCV5054D1Z6_112023.pdf,.pdf,39194,2a70a63c2712d9a5bf2e02c175f4a1710fb71327a53bc63ef90e9170f8227024,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_3._Nov_2023_GSTR3B_29AAJCV5054D1Z6_112023.pdf.9a97fe2097.txt,4029,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/122023_29AAJCV5054D1Z6_GSTR2B_15012024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/122023_29AAJCV5054D1Z6_GSTR2B_15012024.xlsx,.xlsx,42298,906cd71697367bde4b983c3a919eeb2efe96e66b81fc47b86689b067cbdf7b39,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_4._Dec_2023_122023_29AAJCV5054D1Z6_GSTR2B_15012024.xlsx.b9e4c4d873.txt,22992,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/29AAJCV5054D1Z6_122023_R2A.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/29AAJCV5054D1Z6_122023_R2A.xlsx,.xlsx,78706,2236a88816b197da4c66db856d05b5b26841763c7827d33db09c930acb81ce6f,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_4._Dec_2023_29AAJCV5054D1Z6_122023_R2A.xlsx.ad2e50cf91.txt,18710,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GST-CHALLAN.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GST-CHALLAN.pdf,.pdf,43883,16e08e291a2fb1cf987ac56c67def8eedb6bcdb76bb3eb827a5b00c046b7fd82,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_4._Dec_2023_GST-CHALLAN.pdf.ad58b9dd5f.txt,1118,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GSTR1_29AAJCV5054D1Z6_122023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GSTR1_29AAJCV5054D1Z6_122023.pdf,.pdf,18478,61a4aa02523c5f878be48ce0d70655d8ac088956a3cd6994b4a33f4a55c2c09b,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_4._Dec_2023_GSTR1_29AAJCV5054D1Z6_122023.pdf.9abb56b4ba.txt,786,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GSTR3B_29AAJCV5054D1Z6_122023.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/4. Dec 2023/GSTR3B_29AAJCV5054D1Z6_122023.pdf,.pdf,38317,03d5a61d92c74efe7fb5956a6acccf521dd874efa8a9c2860d0b169ef71e044a,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_4._Dec_2023_GSTR3B_29AAJCV5054D1Z6_122023.pdf.c9104ce7b0.txt,3919,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/012024_29AAJCV5054D1Z6_GSTR2B_14022024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/012024_29AAJCV5054D1Z6_GSTR2B_14022024.xlsx,.xlsx,42992,5b70ecd661baa6369323da2e9d7bd62174516b31f91dfc9f28aee3ce0eebda4f,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_5._Jan_2024_012024_29AAJCV5054D1Z6_GSTR2B_14022024.xlsx.1798f846a6.txt,22991,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/GSTR1_29AAJCV5054D1Z6_012024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/GSTR1_29AAJCV5054D1Z6_012024.pdf,.pdf,18415,17f378b164d9e54fb973dbbab0e17cfaf49faa3345a2ae41612632c9f2d91fac,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_5._Jan_2024_GSTR1_29AAJCV5054D1Z6_012024.pdf.03eb43ca44.txt,787,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/GSTR3B_29AAJCV5054D1Z6_012024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/5. Jan 2024/GSTR3B_29AAJCV5054D1Z6_012024.pdf,.pdf,39086,933d2eda2ba719838f488378b8cf9d224e96ae928a13e5e62e06f7fa66d06cd9,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_5._Jan_2024_GSTR3B_29AAJCV5054D1Z6_012024.pdf.4f77ae1ff7.txt,3998,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/022024_29AAJCV5054D1Z6_GSTR2B_18032024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/022024_29AAJCV5054D1Z6_GSTR2B_18032024.xlsx,.xlsx,48688,23f2300e61a79b0bdeda95b82e4f75d6053fd60b38fb1f7c375b0c9c164d7404,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_6._Feb_2024_022024_29AAJCV5054D1Z6_GSTR2B_18032024.xlsx.37edd18f49.txt,33182,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/GSTR1_29AAJCV5054D1Z6_022024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/GSTR1_29AAJCV5054D1Z6_022024.pdf,.pdf,18316,a759527a68ec68ac2232f4bbe2ca061af83fa3bfbc62096901b53165bb458c4d,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_6._Feb_2024_GSTR1_29AAJCV5054D1Z6_022024.pdf.0a7ea7f089.txt,786,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/GSTR3B_29AAJCV5054D1Z6_022024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/6. Feb 2024/GSTR3B_29AAJCV5054D1Z6_022024.pdf,.pdf,38998,a2b24d8f6b034bd4906a8bf13f69ab7bc50eda8ef0998a13bea523cc94ffec46,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_6._Feb_2024_GSTR3B_29AAJCV5054D1Z6_022024.pdf.dd825b5d25.txt,4001,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/032024_29AAJCV5054D1Z6_GSTR2B_18052024.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/032024_29AAJCV5054D1Z6_GSTR2B_18052024.xlsx,.xlsx,44145,e2bfd1a228e0d7fcc9ddcb02238b93aa3e95a326331468d5560e9355925a0bea,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/puts_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_7._Mar_2024_032024_29AAJCV5054D1Z6_GSTR2B_18052024.xlsx.b2ff03a966.txt,33678,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/GSTR1_29AAJCV5054D1Z6_032024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/GSTR1_29AAJCV5054D1Z6_032024.pdf,.pdf,18478,d72a0505c13b329cf9c469e8caaab2a48047d081e39ed336c95aec905df635ce,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_7._Mar_2024_GSTR1_29AAJCV5054D1Z6_032024.pdf.659b84922b.txt,785,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/GSTR3B_29AAJCV5054D1Z6_032024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/7. Mar 2024/GSTR3B_29AAJCV5054D1Z6_032024.pdf,.pdf,38949,aebe6fe79c67b76bcb5483914e7c36d18a78724f74034428fd082fa21488db8d,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_7._Mar_2024_GSTR3B_29AAJCV5054D1Z6_032024.pdf.23f816ffaa.txt,4003,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/GST Register for FY 23-24.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/GST Register for FY 23-24.xlsx,.xlsx,71610,7830ed85c94ce2a2dc4fa1f0fbe5c25d190c03720fdf97a11d5574d45dbe36f9,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_GST_Register_for_FY_23-24.xlsx.36bfe4f293.txt,19140,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/R9_8A_29AAJCV5054D1Z6_1.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2023-24/R9_8A_29AAJCV5054D1Z6_1.xlsx,.xlsx,58121,2f620ec04ff7a875abe6e5c13aacc3cbe94a72e952b724b593067c479debd24b,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2023-24_R9_8A_29AAJCV5054D1Z6_1.xlsx.f013d6d092.txt,18090,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1. GST Register - Valyx Wealthtech - FY 24-25.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1. GST Register - Valyx Wealthtech - FY 24-25.xlsx,.xlsx,105436,9ee0c3ffdf9dd0e7ade5ebc54520a40c978d06618c5f60f07037556fc7479925,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_1._GST_Register_-_Valyx_Wealthtech_-_FY_24-25.xlsx.f051d796d8.txt,44206,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1.April-24/GSTR1_29AAJCV5054D1Z6_042024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1.April-24/GSTR1_29AAJCV5054D1Z6_042024.pdf,.pdf,18473,8f7094de2d383395305b5ace2161a93a4510ab83c49cc5fcccedc3d74cdd5a86,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_1.April-24_GSTR1_29AAJCV5054D1Z6_042024.pdf.360eb2efbf.txt,783,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1.April-24/GSTR3B_29AAJCV5054D1Z6_042024.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/1.April-24/GSTR3B_29AAJCV5054D1Z6_042024.pdf,.pdf,39008,fbac583d4424574a9bce8eff579faf57acaa945353bf3612dcb142b312ffbfb2,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_1.April-24_GSTR3B_29AAJCV5054D1Z6_042024.pdf.c37eae1327.txt,4012,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/012025_29AAJCV5054D1Z6_GSTR2B_18022025.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/012025_29AAJCV5054D1Z6_GSTR2B_18022025.xlsx,.xlsx,66017,f9b45e0753ad30e499cf0b65bafbe117f1804520c0173a9813518cd2641ccf3d,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_10.Jan-25_012025_29AAJCV5054D1Z6_GSTR2B_18022025.xlsx.8b38544e8b.txt,55935,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/GSTR1_29AAJCV5054D1Z6_012025.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/GSTR1_29AAJCV5054D1Z6_012025.pdf,.pdf,53381,7a02764c52f01917aae0ccc49ad4f8954d7ff378e4e2df60e050d10d29d5747c,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_10.Jan-25_GSTR1_29AAJCV5054D1Z6_012025.pdf.5ecc0d1742.txt,10156,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/GSTR3B_29AAJCV5054D1Z6_012025.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/10.Jan-25/GSTR3B_29AAJCV5054D1Z6_012025.pdf,.pdf,40009,9d74d3f3d55a49e46d859608474cf537c2cbf2fd8c0c53ceb143e74b0e118255,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_10.Jan-25_GSTR3B_29AAJCV5054D1Z6_012025.pdf.abe34c37a7.txt,4226,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/022025_29AAJCV5054D1Z6_GSTR2B_18032025.xlsx,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/022025_29AAJCV5054D1Z6_GSTR2B_18032025.xlsx,.xlsx,66095,cf9fc8183423dfc70357b717dc844d2bd0718e5a9e374005e165f6ac0b3f2fbf,True,openpyxl,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_11.Feb-25_022025_29AAJCV5054D1Z6_GSTR2B_18032025.xlsx.3021225e92.txt,56033,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/GSTR1_29AAJCV5054D1Z6_022025.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/GSTR1_29AAJCV5054D1Z6_022025.pdf,.pdf,53375,8f3696ac766a5056f7ad4230c99bf6a75b753f17b691a717fffe605e04801ad9,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_11.Feb-25_GSTR1_29AAJCV5054D1Z6_022025.pdf.bdc1b1b43a.txt,10151,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/GSTR3B_29AAJCV5054D1Z6_022025.pdf,Client Inputs/1. Valyx FDD Input/Taxation/GSTR-3B AND GSTR - 1/FY 2024-25/11.Feb-25/GSTR3B_29AAJCV5054D1Z6_022025.pdf,.pdf,40088,28143e1171cc7b873d3c715ced52d1ee3c43b71484acd6ce7b21240c82e33c81,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Taxation_GSTR-3B_AND_GSTR_-_1_FY_2024-25_11.Feb-25_GSTR3B_29AAJCV5054D1Z6_022025.pdf.d61d23327e.txt,4238,ok,
